"Background_Strategy","Background_Description","Pair_Context","Background_Genes","dataset","category","term","number_of_genes","number_of_genes_in_background","p_value","fdr","description"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP387",40,98,7.06035984750042e-05,0.000772486430373575,"IL-6 signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP493",58,159,9.68235825424992e-05,0.00100051035293916,"Mapk signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP662",38,95,0.000174949437850764,0.00171266291790748,"Amino acid metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP3638",19,38,0.000270500031717029,0.00251207937411109,"Parkinsons disease"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP539",41,107,0.000296548508078348,0.00251207937411109,"Wnt signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP2841",100,316,0.000297127667905613,0.00251207937411109,"Focal adhesion: PI3K-Akt-mTOR signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP4347",16,30,0.000319642489912354,0.00258493491842164,"Eicosanoid metabolism via cyclooxygenases (COX)"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP2872",16,31,0.00051936849950714,0.00402510587118033,"White fat cell differentiation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP4345",13,23,0.000559879727628109,0.00416550517355313,"Glycerolipids and glycerophospholipids"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP523",52,150,0.000866180409437351,0.00601689994269613,"Regulation of actin cytoskeleton"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP512",22,50,0.000880078163439894,0.00601689994269613,"ID signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP5128",20,44,0.00090576988384673,0.00601689994269613,"Fibrin complement receptor 3 signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP385",51,149,0.00133009419381416,0.00853094896722187,"Myometrial relaxation and contraction pathways"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP1273",12,22,0.00139613002269201,0.00865600614069045,"Folic acid network"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP5242",37,101,0.00150218676952183,0.00901312061713096,"Comprehensive IL-17A signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP29",20,46,0.00177650579838678,0.0103259399531232,"Notch signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP553",49,144,0.00187758835552521,0.0105827707311421,"Calcium regulation in cardiac cells"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP386",12,23,0.00230840307185263,0.0123417241272788,"Triacylglyceride synthesis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP113",21,50,0.00232236744330516,0.0123417241272788,"TGF-beta signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP3592",6,8,0.0027556704154113,0.0142376304796251,"ApoE and miR-146 in inflammation and atherosclerosis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP2432",35,98,0.0032363577217683,0.0162692577364569,"Spinal cord injury"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP374",14,30,0.00388369212897904,0.0190096509471079,"Prostaglandin synthesis and regulation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP6",35,100,0.00470134072036624,0.0224217788202082,"Integrin-mediated cell adhesion"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP723",34,97,0.00514521651244267,0.0239252567828584,"Wnt signaling pathway and pluripotency"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP57",11,22,0.00534454767525824,0.0242441945949351,"Signal transduction of S1P receptor"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP1269",15,34,0.00547449555369502,0.0242441945949351,"Fatty acid beta-oxidation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP403",23,60,0.00585425235729635,0.0253230450803982,"Wnt signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP2075",27,74,0.00651728134807316,0.0275503256986729,"Alzheimers disease"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP1254",28,78,0.00729996469515781,0.0292655713977026,"Apoptosis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP1270",23,61,0.00737668122713813,0.0292655713977026,"Endochondral ossification"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP4466",32,92,0.00739506374027969,0.0292655713977026,"Oxidative stress and redox pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP1560",29,82,0.00809062840131665,0.0310619688696701,"MicroRNAs in cardiomyocyte hypertrophy"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP1249",12,26,0.00818299179899911,0.0310619688696701,"EPO receptor signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP339",38,115,0.00967307463718428,0.0359838376503255,"ESC pluripotency pathways"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP571",15,36,0.0102372288702433,0.0372840223929763,"FAS pathway and stress induction of HSP regulation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP2902",24,66,0.0104234901313697,0.0372840223929763,"p53 signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04517",51,290,7.36429798055908e-09,2.40045673880773e-06,"IgSF CAM signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04650",28,114,1.32621919271145e-08,2.40045673880773e-06,"Natural killer cell mediated cytotoxicity"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05165",55,341,4.34022252807192e-08,5.23720185054011e-06,"Human papillomavirus infection"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05323",22,84,1.37871688260452e-07,9.54179550525333e-06,"Rheumatoid arthritis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04518",31,149,1.41904376659054e-07,9.54179550525333e-06,"Integrin signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04380",28,127,1.58151306716906e-07,9.54179550525333e-06,"Osteoclast differentiation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05169",38,214,4.55293438552714e-07,2.32420181418837e-05,"Epstein-Barr virus infection"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04514",32,166,5.56491659831848e-07,2.32420181418837e-05,"Cell adhesion molecule (CAM) interaction"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04015",37,208,6.13581193230002e-07,2.32420181418837e-05,"Rap1 signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu03030",13,35,6.42044700052036e-07,2.32420181418837e-05,"DNA replication"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04145",44,276,1.30749528326051e-06,4.27699559483124e-05,"Phagocytosis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04142",41,250,1.41778859497168e-06,4.27699559483124e-05,"Lysosome biogenesis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04966",11,27,1.60690832896483e-06,4.47462165450207e-05,"Collecting duct acid secretion"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04662",19,77,2.57631653712717e-06,6.66161847457169e-05,"B cell receptor signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04141",31,171,3.23580314752188e-06,7.36805654094134e-05,"Protein processing in endoplasmic reticulum"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04710",12,34,3.25659957610667e-06,7.36805654094134e-05,"Circadian rhythm"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04360",31,176,5.99800816343182e-06,0.000127722291480136,"Axon guidance"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04612",18,75,7.16072327445147e-06,0.000144010101408413,"Antigen processing and presentation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05168",32,195,1.92543591268686e-05,0.000366846210732971,"Herpes simplex virus 1 infection"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04510",32,197,2.37546580659398e-05,0.000429959310993511,"Focal adhesion"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05417",33,207,2.64364476555643e-05,0.000455714002443537,"Lipid and atherosclerosis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04611",23,122,3.03169899478991e-05,0.000498852289142704,"Platelet activation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05166",35,234,5.98705751184676e-05,0.000942310790995012,"Human T-cell leukemia virus 1 infection"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu00520",11,39,8.98119975655975e-05,0.00135466429661443,"Amino sugar and nucleotide sugar metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04151",47,358,0.000105685418046529,0.00153032485331374,"PI3K-Akt signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05206",26,159,0.000118741635559262,0.00165324892586357,"MicroRNAs in cancer"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04613",25,151,0.000129978163564517,0.001700975446321,"Neutrophil extracellular trap formation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05200",63,527,0.000131567161593889,0.001700975446321,"Pathways in cancer"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04066",20,110,0.000163812818696304,0.00204483587476076,"HIF-1 signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05416",16,80,0.000233279906828904,0.00281491087573545,"Viral myocarditis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04664",14,65,0.000251635459378927,0.00293845278371521,"Fc epsilon RI signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04666",17,89,0.000269315141396873,0.00304662753705212,"Fc gamma R-mediated phagosome formation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04218",26,168,0.000293648129244909,0.00322123099353506,"Cellular senescence"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05418",23,142,0.000329324575780097,0.00350633813036456,"Fluid shear stress and atherosclerosis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu01250",10,38,0.000348549209998664,0.0036049946862719,"Biosynthesis of nucleotide sugars"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04217",24,152,0.000364790155142129,0.00366816767115141,"Necroptosis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04210",22,135,0.000402693179809885,0.00383627565499218,"Apoptosis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04110",24,153,0.000402702969308572,0.00383627565499218,"Cell cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05170",31,221,0.000485742362424421,0.00450868551788821,"Human immunodeficiency virus 1 infection"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05132",33,241,0.000504643052675065,0.00456701962670934,"Salmonella infection"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04670",19,114,0.000732997021104044,0.00647182735706497,"Leukocyte transendothelial migration"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04014",31,228,0.000826829076317711,0.0071264791815955,"Ras signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04064",17,99,0.000967831225878892,0.00796261144927634,"NF-kappa B signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04933",17,99,0.000967831225878892,0.00796261144927634,"AGE-RAGE signaling pathway in diabetic complications"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05340",9,36,0.00102539418294657,0.00810777801881969,"Primary immunodeficiency"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04144",33,251,0.00103027013498814,0.00810777801881969,"Endocytosis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04010",37,292,0.00105910258028068,0.00815734327790653,"MAPK signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05134",12,59,0.00116930824694939,0.00881853302907661,"Legionellosis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05164",24,167,0.00142920012256329,0.0105585804973043,"Influenza A"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05163",31,237,0.00156126547569986,0.011303562044067,"Human cytomegalovirus infection"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05145",17,105,0.00188393486629317,0.0133722435607476,"Toxoplasmosis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu00541",6,19,0.00196477171618491,0.0136778338703642,"Biosynthesis of various nucleotide sugars"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu01232",14,80,0.00218473940297962,0.0149221823373325,"Nucleotide metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05162",20,136,0.00260268810381675,0.0173760332071285,"Measles"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04721",13,73,0.00264000504528196,0.0173760332071285,"Synaptic vesicle cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04931",17,109,0.0028321762322667,0.0183079963585812,"Insulin resistance"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04072",21,147,0.00295075963154538,0.0187399120459549,"Phospholipase D signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05140",12,66,0.00317616481714621,0.0198236493759815,"Leishmaniasis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05167",27,208,0.00336042451580859,0.0206181978766561,"Kaposi sarcoma-associated herpesvirus infection"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05135",19,130,0.00352178425694995,0.0212480983502647,"Yersinia infection"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04658",14,86,0.00433609962670864,0.0257322633585005,"Th1 and Th2 cell differentiation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04621",26,202,0.00442673349922475,0.02584641172128,"NOD-like receptor signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05230",12,69,0.00462978698802752,0.0266029030105709,"Central carbon metabolism in cancer"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05221",12,70,0.00521785679037534,0.029361652885275,"Acute myeloid leukemia"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu00513",9,45,0.00527211999321236,0.029361652885275,"Various types of N-glycan biosynthesis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04390",21,155,0.00552759053798937,0.0303179965871538,"Hippo signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04810",28,227,0.00584610226721008,0.0312247130663408,"Regulation of actin cytoskeleton"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04668",17,117,0.00592617301940855,0.0312247130663408,"TNF signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu00240",10,54,0.00595167182756219,0.0312247130663408,"Pyrimidine metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05212",12,72,0.00657157696953867,0.0339844408996143,"Pancreatic cancer"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05152",22,168,0.00686153330377793,0.0345929096109486,"Tuberculosis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04620",15,100,0.00701865331773428,0.0345929096109486,"Toll-like receptor signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05142",15,100,0.00701865331773428,0.0345929096109486,"Chagas disease"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05310",6,24,0.00707147876024916,0.0345929096109486,"Asthma"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04330",11,64,0.00718260759875495,0.0346680526766572,"Notch signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04660",17,120,0.00763148363223638,0.0363499615114417,"T cell receptor signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu00052",7,32,0.00807541153897557,0.0370190254247727,"Galactose metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04215",7,32,0.00807541153897557,0.0370190254247727,"Apoptosis - multiple species"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu00010",11,65,0.00807873759269901,0.0370190254247727,"Glycolysis / Gluconeogenesis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu04062",23,181,0.00829562425150909,0.0375376997380787,"Chemokine signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu05203",24,193,0.00923182140868628,0.0412582635795609,"Viral carcinogenesis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","KEGG","mmu00340",6,26,0.0106474761320667,0.0470047117049772,"Histidine metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-168256",244,1615,5.27587830412714e-28,7.58143712303071e-25,"Immune System"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-168249",150,945,2.91042020193692e-19,2.09113691509167e-16,"Innate Immune System"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-6798695",93,526,3.40970441962319e-15,1.63324841699951e-12,"Neutrophil degranulation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-1280218",106,687,4.32729984003475e-13,1.55458246753248e-10,"Adaptive Immune System"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-162582",244,2212,8.9491486503763e-11,2.57198532211815e-08,"Signal Transduction"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-202733",26,93,2.27741025927658e-09,5.45439757096742e-07,"Cell surface interactions at the vascular wall"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-69278",72,482,1.06746009845709e-08,2.19134308783262e-06,"Cell Cycle, Mitotic"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-1222556",15,36,1.39776189697403e-08,2.51072980743959e-06,"ROS and RNS production in phagocytes"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-109582",73,501,2.42541376156585e-08,3.87257730596681e-06,"Hemostasis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-1640170",80,570,2.79619318655639e-08,4.01812960908153e-06,"Cell Cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-416700",9,14,9.76712918141654e-08,1.27594223942687e-05,"Other semaphorin interactions"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-69306",28,126,1.32594503812718e-07,1.55496665722125e-05,"DNA Replication"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-9013149",34,173,1.54069040932362e-07,1.55496665722125e-05,"RAC1 GTPase cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-194315",81,603,1.54906259896739e-07,1.55496665722125e-05,"Signaling by Rho GTPases"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-9006934",61,410,1.62313847309108e-07,1.55496665722125e-05,"Signaling by Receptor Tyrosine Kinases"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-68962",13,32,1.8667625263567e-07,1.67658609398411e-05,"Activation of the pre-replicative complex"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-9716542",82,618,2.19569466447551e-07,1.85600778403018e-05,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-198933",24,102,3.35540371216138e-07,2.67873063020884e-05,"Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-114604",13,34,4.33056409147116e-07,3.2752739997074e-05,"GPVI-mediated activation cascade"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-373755",16,52,6.53790965864806e-07,4.69748808973863e-05,"Semaphorin interactions"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-176187",13,37,1.34561542742401e-06,9.20785413908715e-05,"Activation of ATR in response to replication stress"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-69239",25,119,1.84889130535082e-06,0.00012076621844496,"Synthesis of DNA"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-917937",16,56,1.97599853686923e-06,0.000123456952064395,"Iron uptake and transport"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-9013404",20,86,3.80396340622017e-06,0.000227762308947433,"RAC2 GTPase cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-69242",28,148,4.06618187696044e-06,0.000233724134287686,"S Phase"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-9012999",58,422,4.33240311907685e-06,0.000239448587773594,"RHO GTPase cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-917977",11,31,7.90048306493547e-06,0.000420481265344899,"Transferrin endocytosis and recycling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-194138",21,100,1.21237926935458e-05,0.000622210360736616,"Signaling by VEGF"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-382551",79,658,1.67481865642159e-05,0.000829901520440631,"Transport of small molecules"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-422475",40,268,1.94328913489279e-05,0.000930835495613647,"Axon guidance"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-9675108",40,269,2.12184654469207e-05,0.00098357854345887,"Nervous system development"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-1280215",53,397,2.50415582736163e-05,0.00112452247622458,"Cytokine Signaling in Immune system"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-449147",39,262,2.61081960057291e-05,0.0011368932624313,"Signaling by Interleukins"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-453279",24,131,3.355607276091e-05,0.00141823754580669,"Mitotic G1 phase and G1/S transition"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-77387",10,30,3.83470686209632e-05,0.00157442107452355,"Insulin receptor recycling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-451927",11,36,3.96244400541769e-05,0.0015816755654959,"Interleukin-2 family signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-76002",37,250,4.71023835129466e-05,0.00182935473265147,"Platelet activation, signaling and aggregation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-216083",16,73,7.48179775443803e-05,0.00282930088766512,"Integrin cell surface interactions"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-2172127",11,39,8.98119975655975e-05,0.0033092266795324,"DAP12 interactions"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-69206",20,106,9.64782450180078e-05,0.00343074494170688,"G1/S Transition"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-69002",19,98,9.78848591579556e-05,0.00343074494170688,"DNA Replication Pre-Initiation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-194313",5,8,0.000105198025168359,0.00344007043498481,"VEGF ligand-receptor interactions"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-195399",5,8,0.000105198025168359,0.00344007043498481,"VEGF binds to VEGFR leading to receptor dimerization"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Cartilage","RCTM","MMU-210990",6,12,0.000105332706429598,0.00344007043498481,"PECAM1 interactions"
